Candidate_ID,Age,Gender,Education_Level,Position_Applied,Industry,Interview_Round,Interview_Mode,Start_Time,End_Time,Duration_Minutes,Camera_On,Microphone_Clarity,Network_Stability_Score,Technical_Questions_Answered,Behavioral_Questions_Answered,Coding_Test_Score,Eye_Contact_Score,Body_Language_Score,Speech_Speed_WPM,Filler_Words_Used,Confidence_Score,Response_Relevance_Score,Interviewer_Rating,Background_Noise_Level,Follow_Up_Questions_Asked,Dressing_Appropriateness,Time_Management_Score,Final_Recommendation,Offer_Extended
C2313,26,Non-binary,Bachelors,Data Analyst,Education,Final,Teams,14:00,16:00,51,No,Poor,5.11,5,0,84,5,3,107,0,4,1,3.14,Low,0,Casual,6,Reject,No
C2314,27,Non-binary,Masters,Project Manager,Consulting,Managerial,Teams,12:00,16:00,40,Yes,Poor,4.78,7,4,49,4,5,141,4,5,4,2.0,High,2,Formal,5,Hold,No
C2315,34,Non-binary,Masters,Project Manager,Education,HR,Zoom,12:00,16:00,53,No,Moderate,1.62,2,0,50,6,7,124,11,7,3,3.25,Medium,0,Formal,7,Reject,No
C2316,27,Female,Masters,UI/UX Designer,Healthcare,Managerial,Teams,14:00,09:30,58,Yes,Poor,1.48,6,0,86,1,9,119,14,5,5,4.5,Low,0,Casual,7,Hold,Yes
C2317,27,Non-binary,PhD,Project Manager,Tech,Technical,Teams,15:30,11:00,27,Yes,Poor,4.14,3,0,66,8,9,139,7,1,6,4.99,Low,2,Formal,8,Proceed,Yes
C2318,25,Female,PhD,UI/UX Designer,Tech,Managerial,Teams,10:30,12:45,46,No,Moderate,6.91,6,2,48,1,5,92,6,4,4,1.36,Medium,1,Casual,6,Hold,No
C2319,32,Non-binary,Bachelors,UI/UX Designer,Tech,Technical,Teams,09:00,14:45,42,Yes,Clear,5.91,3,0,91,1,8,154,3,5,1,2.79,Medium,2,Semi-Formal,2,Reject,No
C2320,34,Non-binary,Bachelors,UI/UX Designer,Consulting,Final,Teams,12:00,11:00,35,Yes,Clear,0.86,0,1,27,7,7,92,18,2,4,2.79,Medium,2,Formal,5,Proceed,Yes
C2321,30,Male,Masters,UI/UX Designer,Education,Managerial,Skype,10:30,09:30,33,Yes,Clear,2.83,2,4,80,6,2,94,6,1,7,4.78,Low,2,Semi-Formal,1,Proceed,No
C2322,27,Male,PhD,Data Analyst,Healthcare,Managerial,Zoom,09:00,12:45,44,Yes,Poor,4.15,1,1,13,6,9,142,1,2,6,4.68,Low,2,Casual,7,Reject,No
C2323,25,Female,Bachelors,Software Engineer,Healthcare,HR,Skype,09:00,09:30,24,No,Clear,3.32,8,1,79,8,5,126,19,4,1,2.8,Low,2,Formal,4,Hold,Yes
C2324,25,Male,Masters,Software Engineer,Finance,Final,Teams,15:30,09:30,22,Yes,Moderate,4.47,9,1,88,3,4,101,9,3,3,2.07,High,1,Casual,7,Proceed,Yes
C2325,23,Male,Bachelors,Project Manager,Consulting,Technical,Google Meet,10:30,14:45,23,Yes,Clear,4.39,5,0,2,5,9,91,2,8,8,3.58,Medium,0,Formal,3,Proceed,Yes
C2326,29,Male,Masters,Software Engineer,Healthcare,Technical,Teams,12:00,12:45,30,Yes,Poor,8.33,4,0,68,8,2,118,7,4,2,1.48,Medium,2,Semi-Formal,1,Reject,Yes
C2327,32,Male,Masters,UI/UX Designer,Finance,HR,Zoom,12:00,16:00,27,Yes,Moderate,8.34,9,0,69,4,7,146,19,4,1,1.81,Low,0,Formal,4,Reject,Yes
C2328,29,Male,Bachelors,UI/UX Designer,Consulting,Technical,Teams,15:30,11:00,52,Yes,Moderate,9.4,5,3,94,7,2,117,8,5,1,4.29,High,0,Semi-Formal,8,Hold,Yes
C2329,21,Male,Masters,Data Analyst,Healthcare,Technical,Skype,12:00,16:00,41,No,Poor,5.24,3,0,67,4,8,132,9,1,7,4.35,High,0,Formal,6,Hold,Yes
C2330,24,Male,Bachelors,Data Analyst,Education,Technical,Teams,09:00,09:30,34,No,Poor,2.76,9,4,66,9,1,96,9,1,7,4.62,Low,2,Semi-Formal,9,Hold,No
C2331,31,Female,Bachelors,Project Manager,Healthcare,Technical,Zoom,15:30,14:45,31,No,Clear,6.92,0,0,59,1,2,94,10,5,1,3.98,Low,2,Casual,6,Proceed,No
C2332,33,Male,Bachelors,Software Engineer,Consulting,HR,Zoom,09:00,12:45,43,Yes,Poor,7.64,8,4,67,7,3,154,8,6,5,1.67,Low,0,Casual,7,Proceed,Yes
C2333,31,Male,Masters,Data Analyst,Finance,Final,Teams,09:00,14:45,26,Yes,Poor,3.49,7,4,98,9,1,130,15,3,8,2.17,High,0,Casual,5,Reject,No
C2334,23,Non-binary,PhD,UI/UX Designer,Consulting,HR,Teams,14:00,14:45,43,No,Moderate,8.25,1,2,43,5,6,148,9,4,9,2.85,Medium,2,Formal,4,Reject,No
C2335,24,Female,PhD,UI/UX Designer,Tech,Managerial,Skype,14:00,12:45,33,Yes,Clear,6.94,8,3,73,4,1,150,17,8,8,2.28,Low,0,Formal,1,Reject,Yes
C2336,22,Female,Bachelors,Data Analyst,Healthcare,HR,Zoom,15:30,12:45,32,Yes,Clear,9.7,7,0,54,9,3,156,18,5,8,3.14,High,2,Formal,4,Hold,No
C2337,26,Non-binary,Masters,Data Analyst,Tech,Managerial,Skype,09:00,12:45,29,Yes,Moderate,3.45,7,1,68,7,1,143,18,9,5,1.38,Low,1,Formal,2,Proceed,Yes
C2338,26,Female,PhD,Data Analyst,Education,Technical,Zoom,15:30,14:45,20,Yes,Moderate,9.23,0,0,77,2,3,143,11,2,3,4.81,Medium,2,Casual,7,Proceed,Yes
C2339,34,Female,PhD,Software Engineer,Finance,HR,Teams,14:00,09:30,24,Yes,Moderate,3.48,1,0,33,9,8,148,17,6,2,4.92,Medium,1,Casual,3,Reject,No
C2340,27,Female,PhD,UI/UX Designer,Education,Final,Zoom,15:30,14:45,53,No,Clear,8.66,2,4,1,5,5,138,4,9,5,1.29,Low,1,Casual,7,Hold,No
C2341,33,Male,Masters,Project Manager,Consulting,Final,Teams,10:30,09:30,27,Yes,Poor,3.28,7,2,78,3,9,141,7,5,7,1.16,High,0,Semi-Formal,1,Proceed,Yes
C2342,34,Male,Bachelors,Software Engineer,Healthcare,Final,Skype,15:30,11:00,33,No,Clear,9.09,3,1,33,7,7,123,3,5,1,2.95,Medium,0,Casual,3,Hold,No
C2343,26,Male,Masters,Project Manager,Finance,Managerial,Skype,10:30,09:30,56,Yes,Clear,0.17,0,0,3,2,7,117,18,5,2,1.57,Medium,0,Semi-Formal,1,Hold,No
C2344,33,Non-binary,Masters,Data Analyst,Tech,Final,Teams,15:30,11:00,36,Yes,Clear,4.05,4,1,11,9,7,147,16,6,3,1.55,Medium,0,Semi-Formal,1,Hold,Yes
C2345,28,Non-binary,Masters,Data Analyst,Tech,Managerial,Google Meet,10:30,16:00,41,Yes,Poor,0.5,5,1,12,1,6,104,6,8,6,2.47,Low,1,Formal,6,Hold,Yes
C2346,24,Male,Masters,UI/UX Designer,Consulting,Technical,Google Meet,10:30,11:00,20,No,Moderate,4.07,4,4,72,5,8,108,11,8,5,4.83,Low,2,Semi-Formal,3,Proceed,No
C2347,34,Male,Masters,UI/UX Designer,Tech,Managerial,Teams,10:30,14:45,58,No,Moderate,4.22,1,4,3,9,9,121,11,1,3,4.75,Low,0,Formal,4,Hold,No
C2348,22,Female,Masters,Data Analyst,Consulting,Technical,Zoom,10:30,16:00,31,No,Poor,9.08,7,2,30,5,6,91,5,4,1,4.71,High,1,Semi-Formal,3,Reject,Yes
C2349,30,Non-binary,PhD,Project Manager,Finance,HR,Zoom,12:00,14:45,49,No,Clear,8.0,3,4,43,7,9,145,14,9,1,1.67,High,1,Casual,1,Reject,No
C2350,27,Non-binary,Masters,Software Engineer,Education,Technical,Google Meet,12:00,14:45,48,No,Clear,2.67,7,2,55,2,7,135,2,6,9,1.34,Medium,1,Semi-Formal,4,Proceed,No
C2351,34,Female,Bachelors,Data Analyst,Healthcare,HR,Google Meet,15:30,11:00,35,No,Poor,8.35,7,2,5,6,1,118,2,5,8,1.44,High,1,Formal,1,Hold,Yes
C2352,21,Non-binary,Bachelors,Project Manager,Education,Final,Teams,14:00,12:45,21,Yes,Clear,1.81,4,2,70,1,1,153,1,5,5,3.36,Medium,2,Semi-Formal,8,Proceed,Yes
C2353,21,Male,PhD,Data Analyst,Education,Final,Teams,09:00,14:45,34,Yes,Clear,6.92,1,2,61,1,9,91,14,4,9,2.36,Medium,1,Formal,5,Hold,Yes
C2354,34,Male,Bachelors,UI/UX Designer,Healthcare,Final,Zoom,12:00,16:00,27,No,Moderate,2.77,9,2,81,8,9,126,7,5,6,4.5,Medium,2,Formal,3,Reject,Yes
C2355,31,Non-binary,Masters,Project Manager,Finance,HR,Google Meet,10:30,14:45,25,Yes,Moderate,9.67,6,4,93,1,5,151,7,2,2,3.64,Medium,1,Casual,4,Proceed,Yes
C2356,34,Non-binary,Bachelors,Software Engineer,Consulting,Managerial,Google Meet,12:00,12:45,57,No,Moderate,9.34,1,3,21,5,3,141,7,9,4,4.99,Low,0,Casual,3,Proceed,No
C2357,25,Male,PhD,UI/UX Designer,Tech,Final,Zoom,10:30,12:45,24,No,Clear,3.02,4,1,77,3,7,152,8,3,1,4.63,High,1,Semi-Formal,3,Reject,No
C2358,25,Non-binary,PhD,Data Analyst,Healthcare,Technical,Skype,14:00,14:45,33,Yes,Moderate,0.29,2,4,99,5,1,100,14,1,6,3.28,High,2,Semi-Formal,1,Proceed,Yes
C2359,25,Non-binary,Bachelors,Data Analyst,Education,Final,Zoom,12:00,12:45,23,No,Moderate,6.47,2,0,11,3,6,156,11,2,1,4.33,Low,0,Semi-Formal,3,Reject,Yes
C2360,23,Female,Masters,Software Engineer,Healthcare,Technical,Google Meet,09:00,11:00,22,Yes,Poor,1.63,0,3,47,6,3,138,2,5,8,1.64,High,1,Formal,4,Hold,Yes
C2361,34,Non-binary,Bachelors,Data Analyst,Finance,Final,Skype,09:00,09:30,51,Yes,Clear,1.18,0,4,45,1,5,159,11,5,2,4.44,High,0,Casual,9,Hold,Yes
C2362,26,Male,PhD,Software Engineer,Healthcare,Managerial,Teams,12:00,12:45,43,Yes,Poor,9.07,3,4,71,8,4,125,1,3,2,3.86,Low,2,Formal,4,Hold,No
C2363,22,Non-binary,Masters,Software Engineer,Tech,Technical,Skype,12:00,14:45,43,Yes,Clear,5.64,8,0,24,1,2,114,15,6,1,2.55,Low,0,Casual,8,Hold,Yes
C2364,30,Non-binary,PhD,Data Analyst,Education,Technical,Teams,09:00,12:45,49,No,Poor,9.34,4,3,41,7,8,98,4,4,7,4.23,Medium,0,Semi-Formal,1,Reject,No
C2365,28,Male,Masters,Project Manager,Tech,Managerial,Skype,14:00,14:45,31,Yes,Poor,2.65,8,4,74,3,9,99,15,2,9,3.63,High,1,Casual,4,Reject,No
C2366,28,Male,PhD,Software Engineer,Tech,HR,Teams,15:30,16:00,44,Yes,Poor,3.32,9,3,54,8,8,90,3,4,8,1.35,Medium,1,Semi-Formal,2,Proceed,Yes
C2367,25,Non-binary,Bachelors,Data Analyst,Tech,Technical,Zoom,12:00,14:45,37,No,Moderate,9.37,5,1,24,7,6,93,2,5,2,4.92,High,1,Casual,1,Hold,No
C2368,26,Non-binary,Masters,Software Engineer,Tech,Final,Skype,12:00,16:00,37,Yes,Moderate,4.46,5,0,79,5,5,115,11,6,6,2.08,High,1,Semi-Formal,4,Proceed,No
C2369,22,Non-binary,PhD,UI/UX Designer,Healthcare,HR,Zoom,09:00,09:30,48,No,Moderate,2.34,2,4,80,1,2,142,10,1,4,3.19,Low,0,Casual,5,Hold,Yes
C2370,25,Non-binary,PhD,Project Manager,Healthcare,Managerial,Google Meet,09:00,11:00,40,No,Clear,4.15,3,0,53,9,6,112,12,7,4,4.48,High,1,Semi-Formal,6,Hold,Yes
C2371,28,Non-binary,PhD,Project Manager,Education,Managerial,Zoom,09:00,09:30,21,Yes,Poor,3.51,6,1,91,3,5,157,8,1,4,2.15,Low,0,Formal,4,Hold,Yes
C2372,30,Non-binary,Bachelors,Software Engineer,Consulting,HR,Google Meet,09:00,14:45,51,No,Poor,7.88,3,4,67,7,2,91,16,4,1,1.92,Medium,2,Semi-Formal,3,Hold,No
C2373,34,Female,Bachelors,Project Manager,Consulting,Technical,Zoom,12:00,09:30,49,No,Clear,4.11,1,0,97,5,4,90,1,4,9,3.22,Low,1,Semi-Formal,1,Reject,Yes
C2374,34,Male,PhD,Software Engineer,Tech,HR,Google Meet,10:30,16:00,47,Yes,Clear,0.77,3,2,25,2,6,98,18,1,2,2.41,High,0,Casual,9,Hold,Yes
C2375,27,Non-binary,PhD,UI/UX Designer,Finance,Technical,Skype,09:00,09:30,44,Yes,Moderate,6.06,3,1,5,7,3,148,8,9,1,3.77,Medium,1,Formal,5,Hold,Yes
C2376,32,Male,Bachelors,Project Manager,Tech,HR,Teams,14:00,11:00,58,Yes,Poor,8.89,9,3,51,7,1,142,7,9,6,2.29,High,0,Semi-Formal,3,Hold,No
C2377,29,Female,Bachelors,Data Analyst,Finance,Managerial,Teams,14:00,12:45,48,No,Poor,9.13,7,3,84,9,1,131,15,3,6,4.96,Medium,1,Casual,3,Reject,Yes
C2378,32,Male,Masters,Project Manager,Finance,Technical,Skype,12:00,16:00,27,No,Moderate,4.82,9,0,63,3,4,114,4,4,2,2.13,Low,0,Semi-Formal,3,Proceed,No
C2379,29,Male,PhD,Project Manager,Tech,Technical,Teams,09:00,09:30,50,No,Moderate,0.13,9,0,57,3,8,99,5,1,2,3.55,Low,2,Semi-Formal,7,Hold,No
C2380,28,Male,Bachelors,Software Engineer,Education,Technical,Skype,15:30,09:30,21,No,Moderate,6.01,7,1,56,6,9,106,8,1,6,2.09,Low,0,Formal,1,Hold,No
C2381,22,Female,PhD,Data Analyst,Finance,Managerial,Google Meet,09:00,09:30,37,No,Clear,4.68,2,3,71,7,8,94,14,3,3,2.85,Low,1,Casual,4,Proceed,Yes
C2382,24,Non-binary,Masters,Data Analyst,Tech,Managerial,Skype,12:00,16:00,40,No,Poor,9.42,3,0,67,3,6,102,4,5,4,2.17,High,1,Formal,7,Proceed,No
C2383,33,Female,Masters,Project Manager,Tech,Technical,Skype,15:30,09:30,56,Yes,Clear,8.86,6,2,74,7,2,122,13,9,7,2.66,High,1,Semi-Formal,3,Proceed,Yes
C2384,24,Female,PhD,Data Analyst,Tech,Managerial,Skype,12:00,12:45,57,No,Poor,9.0,4,2,33,4,7,152,11,9,5,3.53,Low,1,Casual,8,Proceed,No
C2385,28,Female,Bachelors,Data Analyst,Finance,HR,Skype,10:30,14:45,41,Yes,Moderate,7.83,1,4,1,3,1,150,6,2,1,3.82,Low,0,Casual,8,Hold,No
C2386,22,Male,Masters,Project Manager,Healthcare,HR,Google Meet,14:00,09:30,49,Yes,Clear,2.5,3,4,82,6,2,111,14,5,7,1.94,Low,0,Formal,7,Hold,No
C2387,30,Female,PhD,Data Analyst,Finance,Final,Teams,12:00,12:45,38,No,Poor,5.76,7,1,38,4,5,139,1,3,5,4.6,Medium,1,Casual,9,Hold,No
C2388,29,Female,Bachelors,Project Manager,Healthcare,Final,Zoom,09:00,16:00,40,No,Poor,8.46,1,0,66,4,1,101,5,6,2,2.29,High,1,Semi-Formal,7,Hold,No
C2389,32,Male,PhD,UI/UX Designer,Healthcare,Final,Google Meet,09:00,14:45,33,Yes,Clear,7.86,6,1,72,9,2,108,19,3,6,1.25,Low,1,Semi-Formal,7,Proceed,Yes
C2390,22,Male,PhD,Data Analyst,Education,Managerial,Skype,12:00,16:00,32,No,Poor,8.24,1,1,94,3,9,95,17,2,4,4.79,Medium,2,Semi-Formal,4,Hold,Yes
C2391,24,Male,Bachelors,Data Analyst,Consulting,Managerial,Zoom,14:00,14:45,54,No,Clear,4.78,4,2,75,1,4,145,1,3,4,2.09,High,2,Semi-Formal,5,Hold,Yes
C2392,23,Female,PhD,Data Analyst,Tech,Technical,Teams,12:00,12:45,38,No,Clear,2.66,9,0,11,5,2,93,2,2,5,4.99,High,0,Casual,2,Reject,Yes
C2393,30,Male,PhD,Software Engineer,Tech,Managerial,Skype,12:00,12:45,23,No,Moderate,0.63,9,3,72,1,6,114,8,1,1,3.19,Medium,2,Casual,7,Hold,No
C2394,28,Non-binary,Bachelors,UI/UX Designer,Finance,Technical,Teams,09:00,14:45,40,No,Moderate,2.78,1,2,38,8,6,108,9,7,8,4.4,Medium,2,Formal,4,Proceed,No
C2395,21,Non-binary,PhD,Project Manager,Consulting,Final,Zoom,09:00,12:45,43,Yes,Moderate,0.2,2,0,31,8,5,143,4,6,5,1.43,High,0,Casual,9,Proceed,No
C2396,27,Male,Bachelors,Data Analyst,Education,Final,Google Meet,09:00,11:00,32,Yes,Moderate,3.26,2,3,68,7,8,99,3,4,6,3.21,Medium,0,Semi-Formal,2,Reject,No
C2397,27,Female,Bachelors,Data Analyst,Tech,HR,Skype,14:00,14:45,41,No,Clear,9.53,3,3,71,1,2,107,3,3,1,1.07,High,0,Formal,8,Hold,Yes
C2398,29,Female,Masters,Project Manager,Finance,Technical,Zoom,09:00,09:30,42,No,Clear,2.68,3,4,31,9,1,92,14,6,1,2.52,High,1,Casual,7,Proceed,No
C2399,33,Non-binary,Masters,UI/UX Designer,Education,Managerial,Teams,15:30,09:30,36,No,Moderate,9.3,1,3,21,4,8,126,6,4,8,1.16,Low,1,Formal,4,Hold,Yes
C2400,30,Female,PhD,UI/UX Designer,Consulting,Final,Zoom,15:30,09:30,39,Yes,Clear,9.73,3,2,87,6,2,151,17,6,9,2.85,High,0,Semi-Formal,9,Hold,No
C2401,28,Non-binary,PhD,Project Manager,Finance,HR,Skype,12:00,09:30,51,No,Moderate,1.03,6,4,50,1,7,156,16,9,5,3.85,Low,2,Semi-Formal,7,Proceed,Yes
C2402,26,Male,PhD,Project Manager,Education,Technical,Google Meet,12:00,09:30,59,No,Poor,8.12,0,1,90,2,1,123,1,7,9,4.51,Medium,0,Formal,5,Hold,Yes
C2403,26,Non-binary,Bachelors,Data Analyst,Consulting,Managerial,Teams,10:30,11:00,34,No,Moderate,9.49,5,1,40,2,8,96,18,3,4,3.66,High,2,Semi-Formal,1,Proceed,Yes
C2404,26,Female,Bachelors,Project Manager,Tech,Managerial,Zoom,15:30,09:30,30,Yes,Poor,2.1,7,3,49,6,5,114,15,4,4,3.9,High,1,Casual,3,Reject,Yes
C2405,25,Non-binary,Masters,Software Engineer,Consulting,Final,Zoom,14:00,12:45,56,No,Poor,3.85,5,3,16,1,4,158,9,9,5,1.87,Medium,1,Casual,8,Hold,Yes
C2406,34,Female,Masters,Data Analyst,Finance,Managerial,Zoom,12:00,16:00,59,No,Clear,8.38,7,2,44,4,5,109,2,6,2,2.17,High,0,Casual,6,Reject,No
C2407,21,Non-binary,PhD,Data Analyst,Tech,HR,Google Meet,12:00,12:45,23,Yes,Moderate,1.41,6,3,58,1,6,90,15,2,5,4.75,Low,2,Semi-Formal,7,Reject,Yes
C2408,22,Male,Bachelors,Project Manager,Healthcare,Managerial,Skype,14:00,12:45,57,Yes,Poor,5.6,2,0,43,2,6,105,0,8,1,1.65,High,0,Casual,2,Reject,Yes
C2409,31,Non-binary,Bachelors,Project Manager,Finance,HR,Skype,15:30,11:00,36,No,Moderate,2.41,6,2,31,4,3,118,16,3,9,4.96,High,0,Casual,5,Reject,Yes
C2410,32,Male,Bachelors,Software Engineer,Healthcare,Managerial,Zoom,10:30,11:00,48,Yes,Poor,7.65,4,1,47,9,9,148,11,3,7,4.36,Medium,1,Semi-Formal,5,Proceed,Yes
C2411,26,Male,Masters,Software Engineer,Consulting,Managerial,Zoom,14:00,12:45,57,Yes,Clear,6.19,2,4,29,1,3,114,12,5,9,4.21,High,2,Semi-Formal,3,Reject,Yes
C2412,22,Male,Masters,Data Analyst,Education,HR,Zoom,10:30,12:45,34,No,Clear,6.18,9,3,99,9,6,104,18,9,2,4.23,Medium,0,Casual,6,Reject,Yes
C2413,25,Female,Bachelors,Data Analyst,Tech,HR,Skype,10:30,09:30,47,No,Clear,9.16,6,3,27,8,7,124,11,7,6,2.49,High,0,Casual,4,Hold,Yes
C2414,30,Male,Bachelors,Project Manager,Finance,HR,Google Meet,12:00,16:00,42,Yes,Poor,6.72,2,4,82,4,9,159,18,8,8,4.17,Medium,1,Formal,2,Proceed,No
C2415,21,Female,Bachelors,Project Manager,Tech,Final,Zoom,15:30,11:00,22,Yes,Moderate,1.47,1,4,17,1,1,122,12,7,2,2.42,Medium,2,Semi-Formal,1,Proceed,No
C2416,21,Male,PhD,Software Engineer,Consulting,Final,Skype,10:30,16:00,40,Yes,Clear,1.74,6,2,19,4,7,120,18,8,5,2.47,Medium,1,Casual,3,Proceed,No
C2417,26,Non-binary,Bachelors,Software Engineer,Consulting,Technical,Skype,14:00,16:00,48,Yes,Poor,2.75,0,2,73,5,1,140,1,8,2,4.18,High,2,Formal,7,Proceed,No
C2418,21,Non-binary,Bachelors,UI/UX Designer,Education,Managerial,Google Meet,15:30,11:00,35,Yes,Moderate,0.38,0,4,10,8,1,92,13,2,5,2.56,High,1,Casual,1,Hold,Yes
C2419,24,Male,Masters,UI/UX Designer,Education,HR,Google Meet,09:00,16:00,43,Yes,Poor,3.65,4,4,59,9,5,90,9,2,7,4.23,Low,1,Semi-Formal,9,Proceed,Yes
C2420,22,Non-binary,Bachelors,Software Engineer,Finance,Technical,Teams,09:00,09:30,51,No,Moderate,3.83,1,3,33,7,4,147,19,9,1,1.05,Low,2,Casual,6,Reject,Yes
C2421,29,Non-binary,Masters,Project Manager,Tech,Final,Teams,14:00,11:00,50,Yes,Poor,7.09,0,3,38,5,9,123,15,4,1,1.69,High,0,Semi-Formal,9,Hold,Yes
C2422,21,Female,Masters,Software Engineer,Finance,Technical,Google Meet,09:00,12:45,53,Yes,Poor,3.28,7,3,37,6,4,129,5,6,1,4.73,Medium,2,Semi-Formal,2,Proceed,Yes
C2423,23,Female,Masters,Project Manager,Healthcare,HR,Google Meet,15:30,14:45,40,No,Poor,8.57,0,0,16,8,4,119,6,7,5,3.52,Low,0,Formal,8,Proceed,No
C2424,27,Non-binary,Bachelors,Project Manager,Consulting,Final,Teams,15:30,09:30,32,No,Clear,3.84,8,0,48,2,4,129,1,1,5,2.87,High,2,Formal,8,Proceed,No
C2425,21,Male,PhD,Software Engineer,Healthcare,Final,Google Meet,12:00,11:00,44,Yes,Poor,9.99,7,1,86,9,4,159,0,8,1,3.32,Low,2,Casual,1,Hold,Yes
C2426,33,Male,PhD,Project Manager,Healthcare,Managerial,Skype,15:30,16:00,25,No,Poor,4.75,0,2,70,5,9,103,12,1,9,2.61,Medium,0,Formal,7,Reject,No
C2427,21,Female,Bachelors,Project Manager,Tech,HR,Teams,10:30,12:45,41,No,Moderate,8.87,6,0,5,7,2,146,19,8,8,1.53,Medium,0,Formal,9,Hold,No
C2428,33,Non-binary,Masters,Project Manager,Healthcare,Final,Zoom,12:00,14:45,34,Yes,Poor,2.21,2,2,55,2,8,101,19,1,6,4.56,Medium,2,Casual,9,Proceed,Yes
C2429,26,Female,Masters,Software Engineer,Healthcare,HR,Teams,10:30,11:00,37,Yes,Clear,0.03,5,3,23,8,4,141,3,2,2,4.02,Low,2,Semi-Formal,5,Reject,Yes
C2430,32,Male,PhD,UI/UX Designer,Education,Managerial,Skype,15:30,09:30,50,Yes,Clear,5.13,9,4,59,2,5,94,2,2,6,3.79,High,2,Casual,9,Proceed,No
C2431,26,Female,Bachelors,Project Manager,Finance,Technical,Zoom,12:00,09:30,30,No,Poor,5.15,1,3,71,5,9,112,3,4,8,4.38,Low,1,Semi-Formal,9,Reject,Yes
C2432,24,Non-binary,Masters,Project Manager,Education,Technical,Google Meet,14:00,12:45,44,No,Poor,9.55,0,4,3,4,1,150,12,2,5,3.98,High,0,Casual,4,Hold,No
C2433,30,Male,Bachelors,UI/UX Designer,Tech,Managerial,Zoom,14:00,09:30,44,No,Moderate,1.95,4,4,80,6,1,127,14,6,3,3.06,Medium,0,Semi-Formal,1,Reject,Yes
C2434,23,Non-binary,Bachelors,UI/UX Designer,Finance,Managerial,Skype,14:00,11:00,37,Yes,Poor,1.97,6,1,65,9,2,94,9,7,9,1.55,Low,0,Casual,6,Hold,Yes
C2435,30,Male,PhD,Software Engineer,Finance,Final,Skype,12:00,12:45,54,No,Clear,4.19,7,2,21,7,6,157,16,1,9,1.43,Medium,1,Formal,5,Proceed,No
C2436,21,Non-binary,Masters,UI/UX Designer,Consulting,Managerial,Google Meet,15:30,14:45,33,Yes,Clear,5.18,4,4,50,4,2,99,14,2,1,1.13,Medium,0,Formal,3,Proceed,No
C2437,28,Non-binary,Bachelors,Project Manager,Consulting,Technical,Zoom,15:30,11:00,39,Yes,Poor,6.42,6,0,50,8,8,142,18,7,7,2.97,Low,0,Formal,3,Reject,No
C2438,28,Female,PhD,Software Engineer,Healthcare,Final,Teams,12:00,09:30,56,Yes,Moderate,2.95,1,0,99,9,8,152,18,3,5,1.64,Low,2,Semi-Formal,5,Proceed,Yes
C2439,27,Male,Masters,Software Engineer,Finance,Final,Zoom,12:00,14:45,53,No,Poor,2.65,0,3,15,5,4,109,14,5,1,2.09,Medium,2,Semi-Formal,6,Hold,Yes
C2440,24,Non-binary,Masters,UI/UX Designer,Finance,Final,Skype,09:00,14:45,58,No,Poor,8.4,0,3,84,9,3,151,8,2,9,4.51,Low,0,Semi-Formal,6,Proceed,Yes
C2441,33,Male,PhD,Project Manager,Consulting,Managerial,Skype,09:00,12:45,45,Yes,Moderate,4.95,9,1,39,7,5,101,12,3,7,3.43,High,2,Semi-Formal,7,Reject,No
C2442,22,Female,PhD,Project Manager,Healthcare,HR,Google Meet,12:00,09:30,59,Yes,Poor,9.32,0,1,7,8,6,146,5,6,5,4.94,High,1,Casual,1,Reject,No
C2443,27,Non-binary,Masters,Data Analyst,Consulting,Final,Teams,14:00,16:00,39,Yes,Moderate,6.83,2,3,70,5,9,142,9,7,4,4.8,High,0,Semi-Formal,8,Reject,Yes
C2444,28,Male,PhD,Data Analyst,Finance,HR,Zoom,15:30,14:45,27,No,Moderate,0.62,4,1,63,1,7,117,0,4,1,2.77,Medium,1,Formal,2,Hold,Yes
C2445,32,Female,Bachelors,Project Manager,Tech,Managerial,Teams,14:00,14:45,42,Yes,Clear,1.07,7,4,70,2,3,124,15,8,5,3.63,Low,0,Semi-Formal,1,Hold,Yes
C2446,33,Non-binary,PhD,UI/UX Designer,Consulting,HR,Zoom,10:30,11:00,54,No,Poor,8.7,6,3,3,8,9,158,10,2,8,4.79,Medium,1,Semi-Formal,2,Proceed,Yes
C2447,25,Male,Bachelors,Software Engineer,Education,Managerial,Skype,10:30,12:45,31,Yes,Poor,2.11,1,1,24,2,6,146,17,4,9,4.14,Medium,2,Casual,9,Reject,Yes
C2448,29,Female,Bachelors,Software Engineer,Consulting,Final,Google Meet,10:30,16:00,22,No,Moderate,1.68,8,0,58,6,2,91,1,5,8,3.62,High,0,Semi-Formal,3,Hold,No
C2449,30,Female,PhD,UI/UX Designer,Finance,Technical,Skype,14:00,09:30,26,Yes,Clear,8.88,5,1,69,1,2,105,1,3,2,3.37,High,0,Semi-Formal,7,Hold,No
C2450,28,Non-binary,Bachelors,UI/UX Designer,Healthcare,Technical,Zoom,09:00,09:30,56,Yes,Clear,9.54,7,3,81,5,5,144,14,4,6,3.17,Low,1,Formal,6,Hold,No
C2451,34,Non-binary,PhD,Data Analyst,Finance,HR,Skype,10:30,11:00,39,No,Clear,6.52,3,0,78,9,2,137,3,5,7,1.55,Medium,2,Formal,6,Reject,Yes
